geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,rn
3283,-23.5869502015285,-46.5429786446936,são paulo,SP,1
2434,-23.4830301232327,-46.6378140328928,sao paulo,SP,1
2435,-23.4801849708581,-46.6443975802123,sao paulo,SP,1
2436,-23.4795988478424,-46.6370426749091,sao paulo,SP,1
2440,-23.4762139592013,-46.6482327331352,sao paulo,SP,1
2441,-23.4711483105776,-46.6418765430204,sao paulo,SP,1
2442,-23.4736524796007,-46.6423160605055,sao paulo,SP,1
2630,-23.4641443935599,-46.6409305577356,sao paulo,SP,1
2631,-23.457027195395,-46.64883319124,sao paulo,SP,1
2632,-23.4608503421533,-46.6486114051767,sao paulo,SP,1
2633,-23.4627839264528,-46.6520240276127,sao paulo,SP,1
2634,-23.4591714698771,-46.6522898263893,sao paulo,SP,1
2635,-23.4560503236194,-46.6446524249235,sao paulo,SP,1
2636,-23.4552087135726,-46.6465033863466,sao paulo,SP,1
2637,-23.4548848714872,-46.6487886057476,sao paulo,SP,1
2643,-23.4680987771365,-46.6503780528881,sao paulo,SP,1
2649,-23.4608400421836,-46.6611663712274,sao paulo,SP,1
2650,-23.4621148462404,-46.6557497282878,sao paulo,SP,1
2651,-23.4625572506204,-46.6582267821282,sao paulo,SP,1
2652,-23.4594871187893,-46.6559996430838,sao paulo,SP,1
2653,-23.4534317632581,-46.658374951988,são paulo,SP,1
2670,-23.4668230913941,-46.6640433016004,sao paulo,SP,1
2671,-23.468540877604,-46.6643613347279,sao paulo,SP,1
2672,-23.4543392858791,-46.6712773745456,sao paulo,SP,1
2673,-23.4667052873758,-46.6689780326496,são paulo,SP,1
2674,-23.4604834684922,-46.6689359593456,sao paulo,SP,1
2675,-23.4561522783773,-46.6692339451786,sao paulo,SP,1
2676,-23.4572555589763,-46.6725011333603,sao paulo,SP,1
2677,-23.4540684902853,-46.6647645468049,são paulo,SP,1
2678,-23.456420046627,-46.6607900008367,sao paulo,SP,1
2679,-23.4565090618905,-46.6644592667205,sao paulo,SP,1
2680,-23.4507972675573,-46.673849425616,sao paulo,SP,1
2701,-23.5133408251103,-46.6735565961746,sao paulo,SP,1
2710,-23.5124959977783,-46.6728426994057,sao paulo,SP,1
2712,-23.5049030779906,-46.6770704927866,sao paulo,SP,1
2911,-23.5035455342778,-46.7044157987766,sao paulo,SP,1
2912,-23.5043929950617,-46.7072679781782,sao paulo,SP,1
2913,-23.5034356697155,-46.7137023738531,são paulo,SP,1
2914,-23.502714233972,-46.7081236676381,sao paulo,SP,1
2915,-23.501959155433,-46.7026642615846,sao paulo,SP,1
2916,-23.4947764842627,-46.7142430053652,sao paulo,SP,1
2917,-23.4973579555946,-46.7133293505396,sao paulo,SP,1
2918,-23.4966962720006,-46.713121706215,sao paulo,SP,1
2919,-23.4946023624848,-46.7179400749322,sao paulo,SP,1
2920,-23.4916414080003,-46.7219807959149,sao paulo,SP,1
2921,-23.4888760198454,-46.7241876471649,sao paulo,SP,1
2924,-23.5050299669718,-46.7064046501018,são paulo,SP,1
2925,-23.5026321756881,-46.697678219401,sao paulo,SP,1
2926,-23.5008708265336,-46.7045828906458,sao paulo,SP,1
2927,-23.4964750757689,-46.7055353556755,sao paulo,SP,1
2928,-23.4947725772982,-46.7039764540654,sao paulo,SP,1
2929,-23.4905935426633,-46.7059401072832,sao paulo,SP,1
2930,-23.4888691326678,-46.7060749679439,sao paulo,SP,1
2931,-23.4952276902591,-46.7116324730798,sao paulo,SP,1
2932,-23.4903494598938,-46.7115868344394,sao paulo,SP,1
2933,-23.4918329511513,-46.7131742237002,sao paulo,SP,1
2934,-23.4877101545963,-46.7040389984708,sao paulo,SP,1
2935,-23.4889896006117,-46.7157418534538,são paulo,SP,1
3111,-23.5580723061168,-46.6058658685683,são paulo,SP,1
3112,-23.5563113288995,-46.6015062361936,são paulo,SP,1
3113,-23.5591458265336,-46.6009015654972,sao paulo,SP,1
3114,-23.5646580344093,-46.5962664119443,sao paulo,SP,1
3115,-23.5570788440187,-46.6001406931733,sao paulo,SP,1
3116,-23.5672952108912,-46.5871043033302,sao paulo,SP,1
3117,-23.5609386623923,-46.5931272236799,sao paulo,SP,1
3118,-23.560848,-46.594845,sao paulo,SP,1
3119,-23.5629371421028,-46.5961107783773,sao paulo,SP,1
3120,-23.5595101851232,-46.5964469213169,sao paulo,SP,1
3121,-23.5653427826765,-46.597799147383,sao paulo,SP,1
3122,-23.5687574182584,-46.5936739890357,sao paulo,SP,1
3123,-23.5696735791921,-46.5950394478591,são paulo,SP,1
3124,-23.5704431421028,-46.5911292783773,sao paulo,SP,1
3125,-23.5752978825957,-46.592195280599,sao paulo,SP,1
3126,-23.5819574526805,-46.5899800809048,sao paulo,SP,1
3231,-23.6508024662705,-46.658499439206,são paulo,SP,1
3236,-23.5990887799065,-46.5502124855733,sao paulo,SP,1
3237,-23.594349279214,-46.5537622682498,sao paulo,SP,1
3238,-23.5921012384153,-46.5485417818398,sao paulo,SP,1
3239,-23.5971414687806,-46.5469747389636,sao paulo,SP,1
3240,-23.6000639444861,-46.5474619483813,sao paulo,SP,1
3241,-23.6003888243119,-46.547257070633,são paulo,SP,1
3242,-23.5981380910324,-46.5432842144093,sao paulo,SP,1
3243,-23.5966846691673,-46.5430904840441,sao paulo,SP,1
3244,-23.6010367826765,-46.5420206729182,sao paulo,SP,1
3245,-23.6039780224768,-46.5358575858965,sao paulo,SP,1
3249,-23.6009122070517,-46.533891829996,sao paulo,SP,1
3250,-23.6052457019159,-46.5310028243119,sao paulo,SP,1
3251,-23.6065049475446,-46.5367806093543,são paulo,SP,1
3252,-23.6092471516173,-46.5423064186401,sao paulo,SP,1
3253,-23.6090489095159,-46.5313903905015,sao paulo,SP,1
3254,-23.610977559813,-46.5331826261469,sao paulo,SP,1
3255,-23.6072361057476,-46.5277689014658,são paulo,SP,1
3256,-23.6106874854291,-46.528978924231,sao paulo,SP,1
3257,-23.6054941917883,-46.5258050944948,sao paulo,SP,1
3258,-23.61109640438,-46.5270891289169,sao paulo,SP,1
3259,-23.6031177732414,-46.5217485349703,são paulo,SP,1
2556,-23.4973947310578,-46.6691432586705,sao paulo,SP,1
2557,-23.4983554782157,-46.6732198236193,sao paulo,SP,1
2558,-23.4954175917249,-46.6764453594264,sao paulo,SP,1
2559,-23.4936748812107,-46.6738421647239,sao paulo,SP,1
2560,-23.494367682209,-46.6703440459345,são paulo,SP,1
2561,-23.4918160197068,-46.6757812456287,são paulo,SP,1
2562,-23.4854848709389,-46.6720715270644,sao paulo,SP,1
2563,-23.4910903966003,-46.6731731708126,sao paulo,SP,1
2564,-23.4857623574453,-46.6713085849712,são paulo,SP,1
2565,-23.4848518323619,-46.6706302230077,sao paulo,SP,1
2566,-23.4822253616481,-46.6722966217035,sao paulo,SP,1
2567,-23.480472851394,-46.6682463625723,sao paulo,SP,1
2577,-23.488182953373,-46.6789039417162,sao paulo,SP,1
2598,-23.5128576530671,-46.6710118945409,sao paulo,SP,1
2610,-23.4808875473195,-46.6618292710197,sao paulo,SP,1
2611,-23.4665898220216,-46.6392817183832,sao paulo,SP,1
2612,-23.4757120860407,-46.6613148769115,sao paulo,SP,1
2613,-23.4735754190952,-46.6580329941716,sao paulo,SP,1
2614,-23.4723007826765,-46.6581838781523,sao paulo,SP,1
2615,-23.4713611784581,-46.6526699897282,são paulo,SP,1
2616,-23.4664394671072,-46.6553286766691,sao paulo,SP,1
2617,-23.4664015392694,-46.6586952901783,sao paulo,SP,1
2618,-23.4689361124127,-46.6499703341796,sao paulo,SP,1
2936,-23.4841375320561,-46.7182998702464,sao paulo,SP,1
2937,-23.4878314607305,-46.7209459848808,sao paulo,SP,1
2938,-23.4845673533095,-46.7232047545155,sao paulo,SP,1
2939,-23.4834168198684,-46.7310510056841,sao paulo,SP,1
2940,-23.4779180080501,-46.7273794869582,sao paulo,SP,1
2941,-23.4792706623134,-46.7233134648634,sao paulo,SP,1
2942,-23.4731578428025,-46.7252470790971,sao paulo,SP,1
2943,-23.4771652034451,-46.7230791371112,sao paulo,SP,1
2944,-23.4756771443245,-46.7252943424895,sao paulo,SP,1
2945,-23.4852959866698,-46.7255318834324,sao paulo,SP,1
2950,-23.4782101049108,-46.7187559736281,são paulo,SP,1
2951,-23.4726992151821,-46.7216142451234,sao paulo,SP,1
2952,-23.5049030779906,-46.6770704927866,sao paulo,SP,1
2955,-23.4679151797365,-46.7212039807623,sao paulo,SP,1
2956,-23.4712948570604,-46.7234489125743,sao paulo,SP,1
2957,-23.4640224060534,-46.7208938145883,são paulo,SP,1
2959,-23.4956518842691,-46.7020178336027,sao paulo,SP,1
2960,-23.4930965867332,-46.7018227769923,sao paulo,SP,1
2961,-23.4937002675573,-46.700107365803,sao paulo,SP,1
2962,-23.4898749431012,-46.699224228836,sao paulo,SP,1
2963,-23.5910951659647,-46.6324203237453,sao paulo,SP,1
2964,-23.4863601886073,-46.7061066049167,sao paulo,SP,1
2965,-23.4845857147732,-46.7021196046451,sao paulo,SP,1
2966,-23.471712083819,-46.7094045699406,são paulo,SP,1
2967,-23.4800714177102,-46.7064537644988,são paulo,SP,1
2968,-23.4815829780715,-46.7072455073576,sao paulo,SP,1
2969,-23.4849573805182,-46.7150243001616,sao paulo,SP,1
2970,-23.483482354983,-46.7139711530671,são paulo,SP,1
2971,-23.4865437799065,-46.7110939345028,sao paulo,SP,1
2972,-23.4806338601189,-46.7097847543713,sao paulo,SP,1
2975,-23.476485719401,-46.7104340430204,sao paulo,SP,1
3081,-23.5302469103526,-46.5756525649202,sao paulo,SP,1
3084,-23.530558232587,-46.5707486045068,sao paulo,SP,1
3085,-23.5336178767673,-46.5678438116742,sao paulo,SP,1
3086,-23.5325917610364,-46.5670893969068,sao paulo,SP,1
3087,-23.5321254060534,-46.5648721598765,sao paulo,SP,1
3088,-23.5257151125672,-46.5622293303474,sao paulo,SP,1
3089,-23.5344685495412,-46.5591026894224,são paulo,SP,1
3090,-23.5281008556755,-46.5582242930925,sao paulo,SP,1
3101,-23.5524785872815,-46.6168078760748,sao paulo,SP,1
3102,-23.5455232209302,-46.5973625641122,sao paulo,SP,1
3103,-23.5539178502107,-46.6170636826435,sao paulo,SP,1
3104,-23.5550643943967,-46.6049040401062,sao paulo,SP,1
3105,-23.5548997857349,-46.6203940727105,são paulo,SP,1
3106,-23.5550285517629,-46.6142534007733,sao paulo,SP,1
3107,-23.5656365542731,-46.6068695085983,sao paulo,SP,1
3108,-23.5656696422471,-46.6089291766691,são paulo,SP,1
3109,-23.5762658170985,-46.5977705234578,são paulo,SP,1
3110,-23.5569061470945,-46.608494269779,são paulo,SP,1
3210,-23.6016764851406,-46.5474729446304,sao paulo,SP,1
3211,-23.6027745262277,-46.5536328733048,sao paulo,SP,1
3212,-23.6043675786831,-46.5591068490103,sao paulo,SP,1
3213,-23.606133317791,-46.5625898957816,sao paulo,SP,1
3214,-23.6087403841249,-46.5604354067459,são paulo,SP,1
3215,-23.6101854970858,-46.5553357703272,sao paulo,SP,1
3216,-23.606784451007,-46.5547988134918,sao paulo,SP,1
3220,-23.6088629407637,-46.5237401557162,sao paulo,SP,1
3221,-23.5928011210245,-46.5455461503518,são paulo,SP,1
3222,-23.5867168082117,-46.5610144036875,sao paulo,SP,1
3223,-23.589035119626,-46.562306804605,são paulo,SP,1
3224,-23.5940749211726,-46.5580646194818,são paulo,SP,1
3225,-23.5892130141388,-46.5563790261025,sao paulo,SP,1
3226,-23.5909008132034,-46.5690483388828,sao paulo,SP,1
3227,-23.5836755106758,-46.5712111990017,sao paulo,SP,1
3414,-23.5613608529055,-46.5514218280628,sao paulo,SP,1
3415,-23.5593485728548,-46.5468442019159,sao paulo,SP,1
3416,-23.5604541165676,-46.5508328366611,sao paulo,SP,1
3417,-23.5396859408795,-46.5463560802123,sao paulo,SP,1
3420,-23.5533827252294,-46.5471923680247,sao paulo,SP,1
3421,-23.5517157135726,-46.5451270305269,sao paulo,SP,1
3422,-23.5592658651105,-46.5437961099025,sao paulo,SP,1
3423,-23.5565193039125,-46.5423923613596,sao paulo,SP,1
3154,-23.582602340008,-46.5638480990825,sao paulo,SP,1
3155,-23.5828125685477,-46.5711663190764,sao paulo,SP,1
3156,-23.5813491612614,-46.5660072449362,sao paulo,SP,1
3157,-23.5766103949449,-46.569342876219,sao paulo,SP,1
3158,-23.5760831137977,-46.565815097409,sao paulo,SP,1
3159,-23.5794449125743,-46.5695739590571,são paulo,SP,1
3160,-23.5784806907015,-46.5628671113406,sao paulo,SP,1
3161,-23.5767321923124,-46.5634021952433,sao paulo,SP,1
3162,-23.5516823603541,-46.6083891714882,sao paulo,SP,1
3163,-23.545597570951,-46.5954309283804,sao paulo,SP,1
3164,-23.5496255975533,-46.6112653739973,sao paulo,SP,1
3165,-23.5564785262277,-46.5947411333603,sao paulo,SP,1
3288,-23.5932205181776,-46.5315272493796,sao paulo,SP,1
3289,-23.5958627776848,-46.5283590036067,sao paulo,SP,1
3294,-23.6027251357262,-46.5177175772982,sao paulo,SP,1
3295,-23.5887459677997,-46.5446313394311,sao paulo,SP,1
3301,-23.5433021384962,-46.5828299315886,sao paulo,SP,1
3302,-23.5443520263719,-46.5920245006925,sao paulo,SP,1
3303,-23.5451670246985,-46.5899570831265,sao paulo,SP,1
3304,-23.5434534307519,-46.5774947134284,sao paulo,SP,1
3305,-23.5465352550638,-46.5778571755439,sao paulo,SP,1
3306,-23.5445222805684,-46.5746361881687,sao paulo,SP,1
3307,-23.5477465562063,-46.5738300929943,sao paulo,SP,1
3308,-23.5414050567105,-46.5730320679676,sao paulo,SP,1
3309,-23.5422744723873,-46.5697921002076,sao paulo,SP,1
3310,-23.5391429336661,-46.5677125202551,sao paulo,SP,1
3311,-23.5416740918691,-46.5646000124935,sao paulo,SP,1
3312,-23.5496750918691,-46.5533688615038,sao paulo,SP,1
3313,-23.5494129081309,-46.5593071640314,sao paulo,SP,1
3314,-23.5411306884225,-46.5659290124948,são paulo,SP,1
3315,-23.5430639480928,-46.5728476640314,sao paulo,SP,1
3316,-23.5431269480928,-46.5673566057476,são paulo,SP,1
3317,-23.5436320047319,-46.566947865803,sao paulo,SP,1
3448,-23.5527208637255,-46.5230924635005,sao paulo,SP,1
3449,-23.5572443433262,-46.5215072638063,sao paulo,SP,1
3450,-23.5541489511512,-46.5187677747706,sao paulo,SP,1
3451,-23.5586373054663,-46.5196605929149,sao paulo,SP,1
3452,-23.5680904021583,-46.5098121309943,sao paulo,SP,1
3453,-23.5617665144834,-46.5174510284316,sao paulo,SP,1
3454,-23.5624795042992,-46.5123234816781,sao paulo,SP,1
3455,-23.5647397369494,-46.5087457934617,são paulo,SP,1
3456,-23.570013687571,-46.5068166858661,são paulo,SP,1
3460,-23.5643594351953,-46.5177843229269,sao paulo,SP,1
3461,-23.5685961931733,-46.5253239816781,são paulo,SP,1
3462,-23.5740293119626,-46.5276227586705,são paulo,SP,1
3463,-23.572842144854,-46.5320376855656,sao paulo,SP,1
3470,-23.568175801835,-46.5234484299152,são paulo,SP,1
3471,-23.5648419339368,-46.519106294209,sao paulo,SP,1
3472,-23.5744011304461,-46.5231270591205,sao paulo,SP,1
3474,-23.5691723608113,-46.5175017187085,sao paulo,SP,1
3475,-23.5759077285263,-46.5196612710074,são paulo,SP,1
3476,-23.5727007171793,-46.508792961423,sao paulo,SP,1
3477,-23.569564084798,-46.5098367532899,sao paulo,SP,1
3478,-23.5715700216032,-46.5142246693907,sao paulo,SP,1
3479,-23.5742504568354,-46.5060740496855,são paulo,SP,1
3480,-23.5786903585897,-46.5102538637256,sao paulo,SP,1
3490,-23.5558701021321,-46.5165224981188,sao paulo,SP,1
3614,-23.5181137368861,-46.5314235982458,sao paulo,SP,1
3615,-23.5172435867332,-46.529262,sao paulo,SP,1
3616,-23.5191481250216,-46.5279385222906,sao paulo,SP,1
3617,-23.5191363003058,-46.525327365803,sao paulo,SP,1
3618,-23.5142849650297,-46.5234227128801,são paulo,SP,1
3619,-23.5130566813232,-46.516649685718,sao paulo,SP,1
3620,-23.510591275815,-46.5037484558432,sao paulo,SP,1
3621,-23.5211398112701,-46.5234539408795,sao paulo,SP,1
3622,-23.5174436346341,-46.5163389871546,sao paulo,SP,1
3623,-23.5182672603439,-46.5139240927058,sao paulo,SP,1
3624,-23.5150728359797,-46.51621902623,são paulo,SP,1
3625,-23.5148638148768,-46.5094900634197,são paulo,SP,1
3626,-23.5123675886665,-46.5095916891339,são paulo,SP,1
3627,-23.5110425342778,-46.5053209417162,sao paulo,SP,1
3630,-23.5325714359144,-46.5497004869318,sao paulo,SP,1
3631,-23.5295117165028,-46.5527284751913,sao paulo,SP,1
3632,-23.5274061269154,-46.5510716156471,sao paulo,SP,1
3633,-23.530206826819,-46.5460426056884,sao paulo,SP,1
3634,-23.5242663424895,-46.5462400341336,sao paulo,SP,1
3635,-23.4807104382537,-46.4222505437129,sao paulo,SP,1
3636,-23.5227528896686,-46.5240844271997,sao paulo,SP,1
3637,-23.522224159588,-46.5453163447112,são paulo,SP,1
3638,-23.5260239428213,-46.5420392122597,são paulo,SP,1
3639,-23.526979050019,-46.5404335099466,sao paulo,SP,1
3640,-23.5311460721623,-46.5397574825149,sao paulo,SP,1
3641,-23.5288741013042,-46.5360449619713,sao paulo,SP,1
3642,-23.5284609708581,-46.5393729970858,sao paulo,SP,1
3643,-23.5278935831265,-46.5357813733048,sao paulo,SP,1
3644,-23.5248445006925,-46.5333521339085,sao paulo,SP,1
3807,-23.4966589936234,-46.4698850815973,são paulo,SP,1
3808,-23.4948379664147,-46.4710083316695,são paulo,SP,1
3809,-23.4904209780715,-46.4734705181776,sao paulo,SP,1
3810,-23.4955485159559,-46.4683482768481,são paulo,SP,1
3811,-23.491952402995,-46.4832654410237,sao paulo,SP,1
3812,-23.4912984732199,-46.466516626507,são paulo,SP,1
3813,-23.4892229848159,-46.4696384777893,são paulo,SP,1
3814,-23.4857365605871,-46.4858349765797,sao paulo,SP,1
3816,-23.4866454621155,-46.4863622586705,sao paulo,SP,1
3180,-23.5595643841249,-46.5870999970858,sao paulo,SP,1
3181,-23.5586012267586,-46.5811166158751,sao paulo,SP,1
3182,-23.5574705308021,-46.5951965681349,sao paulo,SP,1
3183,-23.5601315517629,-46.5914329941716,sao paulo,SP,1
3184,-23.5643368986958,-46.5854722230077,sao paulo,SP,1
3318,-23.5443569408795,-46.5653563061342,são paulo,SP,1
3319,-23.5432601867966,-46.5540677550638,sao paulo,SP,1
3320,-23.5475329258758,-46.5706883499913,são paulo,SP,1
3321,-23.5471402545393,-46.5632235330867,sao paulo,SP,1
3322,-23.550604889809,-46.5752190802123,sao paulo,SP,1
3323,-23.5453665868483,-46.5716962736828,sao paulo,SP,1
3324,-23.5509799664147,-46.5662465831265,sao paulo,SP,1
3325,-23.5512584269628,-46.5567233031276,sao paulo,SP,1
3330,-23.5453847266978,-46.5853266120929,são paulo,SP,1
3331,-23.5515943447112,-46.5791892223152,sao paulo,SP,1
3332,-23.5526334199319,-46.5738008207052,sao paulo,SP,1
3333,-23.5555620976975,-46.5682643227826,são paulo,SP,1
3334,-23.5533906921022,-46.5714796143609,são paulo,SP,1
3501,-23.532260132408,-46.5346879525362,são paulo,SP,1
3502,-23.5349946042184,-46.5458007943332,sao paulo,SP,1
3503,-23.5363734271452,-46.5409613448554,são paulo,SP,1
3504,-23.5384789664147,-46.5352595831265,sao paulo,SP,1
3505,-23.5342658459519,-46.5407749381095,sao paulo,SP,1
3506,-23.533358720786,-46.5370528159733,sao paulo,SP,1
3507,-23.5381980591205,-46.5388258359686,são paulo,SP,1
3508,-23.532943243407,-46.5352108853656,sao paulo,SP,1
3509,-23.5371566364187,-46.5286014904207,são paulo,SP,1
3510,-23.5353358601189,-46.532222916181,sao paulo,SP,1
3511,-23.5358278956374,-46.5236307033008,sao paulo,SP,1
3512,-23.5407460001149,-46.5276632360655,sao paulo,SP,1
3513,-23.5345408220902,-46.5213663486063,sao paulo,SP,1
3514,-23.535569074384,-46.5203268018351,sao paulo,SP,1
3515,-23.5428386755439,-46.5318688308327,sao paulo,SP,1
3516,-23.5426624171511,-46.5263315250954,sao paulo,SP,1
3517,-23.5428793688614,-46.5287735430204,sao paulo,SP,1
3518,-23.5463795203993,-46.5258079905649,sao paulo,SP,1
3519,-23.5483692012234,-46.5227041326678,sao paulo,SP,1
3520,-23.5478251465462,-46.5222050574471,sao paulo,SP,1
3521,-23.5478601515379,-46.5163389636447,sao paulo,SP,1
3522,-23.5448905289977,-46.5191728637255,sao paulo,SP,1
3523,-23.5487714141035,-46.514617381759,são paulo,SP,1
3524,-23.5497188556755,-46.5146282930925,sao paulo,SP,1
3525,-23.5528548892608,-46.5157544773789,são paulo,SP,1
3526,-23.5501985689696,-46.5108082516154,sao paulo,SP,1
3527,-23.5445072830214,-46.5295869402481,sao paulo,SP,1
3530,-23.5392334468521,-46.5230310976975,sao paulo,SP,1
3531,-23.5425976866524,-46.5208256523746,sao paulo,SP,1
3673,-23.5151773374978,-46.5012671384962,sao paulo,SP,1
3674,-23.5195312522938,-46.5010495094351,sao paulo,SP,1
3675,-23.5192273061342,-46.4979922019158,sao paulo,SP,1
3676,-23.5208536500231,-46.4965031874904,são paulo,SP,1
3677,-23.5151985161742,-46.4930110731874,sao paulo,SP,1
3678,-23.5159936661088,-46.4878614286744,sao paulo,SP,1
3679,-23.517959280599,-46.4877968572047,sao paulo,SP,1
3680,-23.523922477379,-46.4906708592821,são paulo,SP,1
3681,-23.5199847099659,-46.4855444789082,sao paulo,SP,1
3682,-23.5178500894712,-46.4803128028799,sao paulo,SP,1
3683,-23.5246459453229,-46.4861496530671,sao paulo,SP,1
3685,-23.5231642980841,-46.4798453315252,sao paulo,SP,1
3687,-23.5270855601404,-46.4884552546476,sao paulo,SP,1
3688,-23.5277486611172,-46.4854567055225,sao paulo,SP,1
3689,-23.5298967485429,-46.4804877624214,são paulo,SP,1
3690,-23.5287951129609,-46.476331522621,sao paulo,SP,1
3691,-23.5327080917256,-46.4823179368831,sao paulo,SP,1
3692,-23.5334803765487,-46.4794603490291,sao paulo,SP,1
3693,-23.5303539569796,-46.4790625197068,são paulo,SP,1
3694,-23.5371486876928,-46.4771122253921,sao paulo,SP,1
3695,-23.5203816114317,-46.4982144832073,são paulo,SP,1
3701,-23.5175080911587,-46.5489245635997,sao paulo,SP,1
3702,-23.5168080663339,-46.5482274621155,sao paulo,SP,1
3703,-23.5117682589975,-46.5516747184507,sao paulo,SP,1
3704,-23.5180080063844,-46.5525058408575,sao paulo,SP,1
3707,-23.5084475276127,-46.5458316232327,sao paulo,SP,1
3710,-23.5118563045374,-46.5474872887992,sao paulo,SP,1
3821,-23.5239422478504,-46.4134935756247,são paulo,SP,1
3822,-23.4966484751573,-46.4965752367419,sao paulo,SP,1
3823,-23.4842532223152,-46.491441061198,são paulo,SP,1
3827,-23.482929246176,-46.4706792266419,sao paulo,SP,1
3828,-23.4814551218951,-46.495571197275,sao paulo,SP,1
3831,-23.5870515262277,-46.58032110116,são paulo,SP,1
3840,-23.6015382101165,-46.46167529434,são paulo,SP,1
3870,-23.5072197038491,-46.4852585378845,sao paulo,SP,1
3871,-23.507492108459,-46.4898719240648,sao paulo,SP,1
3872,-23.5125381792948,-46.5010811246177,sao paulo,SP,1
3873,-23.5117868628888,-46.4981012966992,sao paulo,SP,1
3874,-23.5140753563679,-46.49745480599,sao paulo,SP,1
3875,-23.5134418022949,-46.4965203278442,são paulo,SP,1
3876,-23.51033298165,-46.4934952699198,são paulo,SP,1
3877,-23.5126828498471,-46.491701961423,sao paulo,SP,1
3878,-23.5099481698598,-46.4942211705522,sao paulo,SP,1
3880,-23.508421530099,-46.4832364263747,sao paulo,SP,1
3881,-23.5104341071326,-46.4877639744648,sao paulo,SP,1
3882,-23.5115527996134,-46.4850654677997,sao paulo,SP,1
3883,-23.5088078207052,-46.4822336421028,sao paulo,SP,1
3884,-23.5110151676381,-46.4812041792948,sao paulo,SP,1
3203,-23.5995765714698,-46.5668237730972,sao paulo,SP,1
3204,-23.594578449622,-46.562082998615,sao paulo,SP,1
3205,-23.6046605661897,-46.5672209984708,sao paulo,SP,1
3206,-23.6000430940908,-46.5631246625022,sao paulo,SP,1
3207,-23.5990694490738,-46.5605956311386,sao paulo,SP,1
3208,-23.6019942289803,-46.5623258628888,sao paulo,SP,1
3209,-23.6034574160367,-46.554892889809,sao paulo,SP,1
3356,-23.5677954264731,-46.5402275583885,sao paulo,SP,1
3357,-23.5660206114317,-46.5563636508454,são paulo,SP,1
3358,-23.5637296552888,-46.5534653572047,sao paulo,SP,1
3359,-23.5660613237129,-46.544820523011,sao paulo,SP,1
3360,-23.5693515745282,-46.5418477296728,sao paulo,SP,1
3361,-23.5773277651913,-46.5255268745456,sao paulo,SP,1
3362,-23.563974646558,-46.5423012026,sao paulo,SP,1
3363,-23.5619120538404,-46.5382859095159,sao paulo,SP,1
3364,-23.5651457942797,-46.5387179256058,sao paulo,SP,1
3365,-23.5705314614671,-46.5368485460483,sao paulo,SP,1
3366,-23.5638699358878,-46.535472099775,sao paulo,SP,1
3367,-23.5697675553696,-46.5355152192568,sao paulo,SP,1
3370,-23.568640878989,-46.5599604497663,sao paulo,SP,1
3371,-23.5729876814953,-46.5409278454688,sao paulo,SP,1
3372,-23.5838823105776,-46.5346567872641,sao paulo,SP,1
3373,-23.5743693177726,-46.5529146777881,sao paulo,SP,1
3374,-23.5782997749148,-46.5453982821282,são paulo,SP,1
3375,-23.5733875035663,-46.5496757235426,sao paulo,SP,1
3376,-23.5759143769115,-46.5410865431646,sao paulo,SP,1
3377,-23.573461075769,-46.5435847718564,sao paulo,SP,1
3378,-23.5709908317491,-46.5435248065928,sao paulo,SP,1
3379,-23.5782100474638,-46.5370163176467,sao paulo,SP,1
3380,-23.57593719678,-46.5351187733856,sao paulo,SP,1
3565,-23.5361576158751,-46.4941703294477,sao paulo,SP,1
3566,-23.5416511049109,-46.4931370263719,são paulo,SP,1
3567,-23.53635,-46.4892809300594,sao paulo,SP,1
3568,-23.5427813433262,-46.4841643200127,sao paulo,SP,1
3569,-23.541546279214,-46.4897317682498,sao paulo,SP,1
3570,-23.567972059996,-46.4853282264472,sao paulo,SP,1
3571,-23.571752437417,-46.4873615255352,sao paulo,SP,1
3572,-23.5776223338911,-46.4911914286744,sao paulo,SP,1
3573,-23.5591757087124,-46.5097116545104,sao paulo,SP,1
3574,-23.5548300488487,-46.5115536247619,sao paulo,SP,1
3575,-23.558345323601,-46.5086527797251,sao paulo,SP,1
3576,-23.5505205262277,-46.5073677295285,sao paulo,SP,1
3577,-23.5535437929483,-46.502390525391,sao paulo,SP,1
3578,-23.560978361392,-46.5039756221495,sao paulo,SP,1
3579,-23.5609027857349,-46.4978816508454,sao paulo,SP,1
3580,-23.5542635728548,-46.4996592398003,sao paulo,SP,1
3711,-23.510896281984,-46.5428224957008,sao paulo,SP,1
3712,-23.5109073558197,-46.5426843738531,sao paulo,SP,1
3713,-23.5119899669288,-46.5469359441765,sao paulo,SP,1
3714,-23.5078339766865,-46.5406814701656,sao paulo,SP,1
3715,-23.5072076436321,-46.5393050414912,sao paulo,SP,1
3716,-23.5052505575913,-46.5343459365803,sao paulo,SP,1
3717,-23.5003286247454,-46.5335962829186,são paulo,SP,1
3718,-23.4982451931867,-46.5293721661604,são paulo,SP,1
3720,-23.5028867740781,-46.5310303323619,sao paulo,SP,1
3721,-23.501766525398,-46.523156474602,sao paulo,SP,1
3725,-23.500579840412,-46.5200114619713,sao paulo,SP,1
3726,-23.4993765545329,-46.5175217828207,sao paulo,SP,1
3727,-23.4992323760748,-46.5123816309943,são paulo,SP,1
3728,-23.5017111268394,-46.5107707148134,sao paulo,SP,1
